,name,size,terrace,age_1,ku,room,Living,Dining,Kitchen,Service,No.ofRooms,price
11708,スターハイツ八幡山,54.4,20.42,13145 days,世田谷,2,1,1,1,0,5,3688
11709,スターハイツ八幡山,54.5,20.42,13145 days,世田谷,2,1,1,1,0,5,3688
11710,スターハイツ八幡山,54.4,-,13145 days,世田谷,2,1,1,1,0,5,3688
11711,ダイアパレス成増Ⅲ,62.74,7.27,8977 days,練馬,3,1,1,1,0,6,3690
11712,ネオコーポ南馬込　４階,61.6,7.84,15552 days,大田,3,1,1,1,0,6,3690
11713,中央ビルディング,48,5.88,16098 days,中央,1,1,1,1,0,4,3690
11714,シティインデックス三田伊皿子坂,29.39,-,4441 days,港,1,0,0,1,0,2,3690
11716,パークサイドアベニュー綾瀬Ⅱ,68.86,19.84,7028 days,足立,2,1,1,1,0,5,3690
11718,秀和弥生町レジデンス,44.01,2.28,18686 days,文京,1,1,1,1,0,4,3690
11719,ネオコーポ南馬込,61.6,7.84,15582 days,大田,3,1,1,1,0,6,3690
11720,藤和シティホームズ大泉学園町A棟,65.97,9.26,8885 days,練馬,3,1,1,1,0,6,3690
11721,恵比寿ビリジアン,36.83,-,19142 days,渋谷,1,1,1,1,0,4,3690
11722,メゾン・ド・ヴィレ日本橋中洲,45.35,5,6936 days,中央,1,1,1,1,0,4,3690
11723,ネオコーポ南馬込,61.6,7.84,15582 days,大田,3,1,1,1,0,6,3690
11724,リッシュ上野毛,45,5.4,13848 days,世田谷,1,1,1,1,0,4,3690
11725,GSハイム三田,38.4,8,15309 days,港,1,1,1,1,0,4,3690
11727,藤和シティホームズ大泉学園町A棟,65.97,9.26,8885 days,練馬,3,1,1,1,0,6,3690
11728,藤和シティホームズ大泉学園町Ａ棟,65.97,9.26,8885 days,練馬,3,1,1,1,0,6,3690
11729,南砂住宅,60.65,5.39,16921 days,江東,3,1,1,1,0,6,3690
11730,日興パレス永代,50.54,2.05,14091 days,江東,2,1,1,1,0,5,3690
11732,ワコー月島マンション,39.38,6.06,13787 days,中央,1,1,1,1,0,4,3690
11733,藤和シティホームズ大泉学園町A棟,65.97,9.26,8885 days,練馬,3,1,1,1,0,6,3690
11734,朝日新大久保マンション,50.75,6.55,16098 days,新宿,3,0,0,1,0,4,3690
11735,ＭＳマンション阿佐ヶ谷,47.87,3.7,13451 days,杉並,2,0,1,1,0,4,3690
11736,朝日プラザ東向島,61.98,12.31,13117 days,墨田,2,1,1,1,0,5,3690
11738,ライオンズマンション田園調布第２,51.7,4.14,13329 days,大田,2,1,1,1,0,5,3690
11739,ドラゴンマンション三ノ輪壱番館,58.08,7.8,7912 days,台東,3,1,1,1,0,6,3690
11740,秀和大森レジデンス,60.12,7.08,14606 days,品川,2,1,1,1,0,5,3690
11741,ディアハイム赤羽,77.76,14.72,12415 days,北,4,1,1,1,0,7,3690
11742,グランテラッセ西早稲田,53,7.52,15095 days,新宿,2,1,1,1,0,5,3690
11743,秀和弥生町レジデンス,44.01,-,18686 days,文京,1,1,1,1,0,4,3690
11744,日興パレス永代,50.71,2.05,14091 days,江東,2,1,1,1,0,5,3690
11745,【本日ご見学可能です】南砂住宅2号棟,60.65,5.39,16921 days,江東,2,1,1,1,0,5,3690
11746,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11747,ワコーレ小石川,41.83,5.52,13482 days,文京,1,1,1,1,0,4,3698
11748,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11749,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11750,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11751,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11752,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11753,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11754,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11755,▼新価格▼ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11756,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11757,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11758,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11759,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11760,トーア辰巳マンション,71.49,9.19,14912 days,江東,3,1,1,1,0,6,3698
11761,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11762,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11763,ワコーレ小石川マンション,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11764,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11765,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11766,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11767,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11768,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11771,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11774,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11775,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
11777,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11778,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
11779,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11780,中野中央コーポ,54.29,8.71,18109 days,中野,2,1,1,1,0,5,3699
11781,越中島三丁目ハイツ,60.77,9.31,14943 days,江東,2,1,1,1,0,5,3699
11782,ライネスハイム大森,57.6,7.17,14637 days,大田,3,1,1,1,0,6,3699
11783,目白ガーデニア,46.59,6.72,15095 days,豊島,2,1,1,1,0,5,3699
11784,朝日プラザ新蒲田,52.25,6.65,13482 days,大田,2,1,1,1,1,6,3699
11785,目白台コーポ,49,-,18535 days,文京,2,1,1,1,0,5,3699
11786,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11787,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11788,秀和第３東陽町レジデンス,55.42,5.5,16678 days,江東,2,1,1,1,0,5,3699
11789,中野中央コーポ,54.29,8.71,18109 days,中野,2,1,1,1,0,5,3699
11790,秀和第３東陽町レジデンス,55.42,5.5,16678 days,江東,2,1,1,1,0,5,3699
11791,方南ファミリーコーポ,54.97,-,18017 days,杉並,2,1,1,1,0,5,3699
11792,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11793,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11794,日興パレス日本橋,43.34,3.96,14821 days,中央,1,1,1,1,0,4,3699
11795,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11796,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11797,目白台コーポ,49,-,18535 days,文京,2,1,1,1,0,5,3699
11798,藤和シティホームズ綾瀬,73.5,14,7667 days,足立,3,1,1,1,0,6,3699
11799,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11800,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11801,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3699
11802,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11803,目白台コーポ,49,-,18535 days,文京,2,1,1,1,0,5,3699
11804,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11805,千石明穂ハイツ,49.09,7.56,14882 days,文京,2,1,1,1,0,5,3699
11806,秀和第3東陽町レジデンス,55.42,5.5,16678 days,江東,2,1,1,1,0,5,3699
11807,エル・アルカサル西日暮里,58.22,-,15064 days,荒川,2,1,1,1,0,5,3699
11808,目白ガーデニア,46.59,6.72,15095 days,豊島,2,1,1,1,0,5,3699
11809,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11810,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11811,【日興パレス日本橋】　リノベーション済み♪,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11812,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11813,ライネスハイム大森,57.6,7.17,14637 days,大田,3,1,1,1,0,6,3699
11814,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11815,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11816,越中島三丁目ハイツ１号棟,60.77,9.31,14943 days,江東,2,1,1,1,0,5,3699
11817,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11818,中野中央コーポ,54.29,8.71,16951 days,中野,2,1,1,1,0,5,3699
11819,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11820,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11821,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11822,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,0,1,1,0,4,3699
11823,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11824,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11825,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11826,朝日プラザ新蒲田,52.25,6.65,13482 days,大田,2,1,1,1,1,6,3699
11827,越中島三丁目ハイツ,60.77,9.31,14943 days,江東,2,1,1,1,0,5,3699
11828,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11829,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11830,マンション東目黒苑,43.46,-,18961 days,品川,2,1,1,1,0,5,3699
11831,小日向ハイツ,62.09,4.9,17620 days,文京,2,1,1,1,0,5,3699
11832,エル・アルカサル西日暮里,58.22,7.75,15064 days,荒川,2,1,1,1,0,5,3699
11833,中野中央コーポ,54.29,8.71,18109 days,中野,2,1,1,1,0,5,3699
11834,ディアハイム赤羽,67.96,13.12,12415 days,北,3,1,1,1,0,6,3699
11835,南青山サマリヤマンション,44.28,6.48,16220 days,港,2,1,1,1,0,5,3699
11836,越中島三丁目ハイツ,60.77,9.31,14943 days,江東,3,1,1,1,0,6,3699
11837,サニーコーポ五反田,46.75,-,16067 days,品川,1,1,1,1,0,4,3699
11838,方南ファミリーコーポ,54.96,1,18017 days,杉並,2,1,1,1,0,5,3699
11839,サニーコーポ五反田,46.75,-,16067 days,品川,1,1,1,1,0,4,3699
11840,中野中央コーポ,54.29,8.71,18047 days,中野,2,1,1,1,0,5,3699
11841,ライオンズマンション飯田橋,40.67,5.4,14394 days,新宿,1,1,1,1,0,4,3699
11842,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11843,中野中央コーポ,54.29,8.71,18109 days,中野,2,1,1,1,0,5,3699
11844,ライオンズマンション飯田橋,40.67,5.4,14394 days,新宿,1,1,1,1,0,4,3699
11845,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
11846,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
11847,マンション東目黒苑,43.46,-,18961 days,品川,2,1,1,1,0,5,3699
11848,方南サンハイツ,49.48,3.9,14241 days,杉並,2,1,1,1,0,5,3699
11849,サニーコーポ五反田,46.75,-,16067 days,品川,1,1,1,1,0,4,3699
11850,イニシアフォレスト町屋,71.38,20.2,4379 days,荒川,3,1,1,1,0,6,3700
11851,スターロワイヤル大井町,67.78,3.51,11960 days,品川,2,1,1,1,0,5,3700
11852,シティタワー大井町,23.28,5.84,546 days,品川,1,0,0,0,0,1,3700
11853,スターハイツ駒場東大前,47.48,-,13451 days,目黒,1,1,1,1,0,4,3700
11854,スターハイツ駒場東大前,47.48,-,13451 days,目黒,1,1,1,1,0,4,3700
11855,◆新大久保駅徒歩3分！トレンドの発信地にもなったホッ…,43.56,2,14394 days,新宿,1,1,1,1,0,4,3700
11856,スターハイツ駒場東大前,43.1,3.24,13451 days,目黒,1,1,1,1,0,4,3700
11857,スターロワイヤル武蔵関,80.4,10.39,5720 days,練馬,3,1,1,1,0,6,3700
11858,日本橋センチュリープラザ,44,3.24,13451 days,中央,1,0,0,0,0,1,3700
11859,スターハイツ駒場東大前,47.48,3.24,13817 days,目黒,1,1,1,1,0,4,3700
11860,新宿サニーマンション,40.72,-,14394 days,新宿,1,1,1,1,0,4,3700
11861,朝日ツイン目黒Ａ棟,39.32,6.42,8004 days,目黒,1,0,0,0,0,1,3700
11862,マートルコート目黒不動,49.3,5.75,13117 days,品川,2,0,1,1,0,4,3720
11863,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11864,サンシティアヴァンツァ―レ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11865,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11866,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11867,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11868,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11869,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
11870,ナイスステージ田園調布南,63.45,-,6936 days,大田,1,1,1,1,1,5,3740
11871,プラザ新大樹,43.82,4.14,17956 days,新宿,1,0,1,1,1,4,3750
11872,ナイスステージ亀戸,63.87,7.87,7667 days,墨田,3,1,1,1,0,6,3750
11873,エンゼルハイム多摩リバーサイド第三,61.6,8.16,9099 days,大田,3,1,1,1,0,6,3750
11874,コートハウス荻窪,70.71,10.52,14606 days,杉並,3,1,1,1,0,6,3750
11875,Ｄ’レスティア石神井台,67.3,-,6055 days,練馬,2,1,1,1,0,5,3750
11876,銀座永谷タウンプラザ,40.79,7.47,15460 days,中央,1,1,1,1,0,4,3750
11877,田端スカイハイツ,78,28.69,14698 days,荒川,4,1,1,1,0,7,3750
11878,新小岩パークフロント　パークテラス,73.2,12.2,2038 days,葛飾,3,1,1,1,0,6,3750
11879,銀座永谷タウンプラザ,40.79,7.47,15460 days,中央,1,1,1,1,0,4,3750
11880,プラザ新大樹,43.82,4.14,17956 days,新宿,1,0,1,1,0,3,3750
11881,銀座永谷タウンプラザ,40.79,7.47,15460 days,中央,1,1,1,1,0,4,3750
11882,【パレ・ウルー】8階につき眺望良好♪事務所使用可！,46.02,6.63,14121 days,新宿,2,0,1,1,0,4,3750
11883,カーサビアンカ新宿,48.39,6.25,15886 days,新宿,2,0,1,1,0,4,3750
11884,トーキョーガーデンスイート,78.17,-,5110 days,足立,4,1,1,1,0,7,3760
11885,トーキョーガーデンスイート,78.17,-,5110 days,足立,4,1,1,1,0,7,3760
11887,ライオンズマンション白金第３,36.38,3.88,13876 days,港,1,1,1,1,0,4,3780
11889,ラディエンス東向島,56.89,4.21,7759 days,墨田,2,1,1,1,0,5,3780
11890,ライオンズガーデン西葛西マリーナ弐番館,71.09,12.81,6936 days,江戸川,3,1,1,1,0,6,3780
11891,ライオンズマンション白金第3,36.38,3.88,13876 days,港,1,1,1,1,0,4,3780
11892,汐浜サンハイツ2号棟,61.6,7.84,13907 days,江東,2,1,1,1,0,5,3780
11894,マイステージ野方,50.6,6.41,7516 days,中野,1,1,1,1,0,4,3780
11895,ライオンズマンション荏原,46.98,5.08,15278 days,品川,1,1,1,1,0,4,3780
11896,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11897,マイステージ野方,50.6,6.41,7516 days,中野,1,1,1,1,1,5,3780
11898,朝日関口マンション,43.39,5.4,13968 days,文京,1,1,1,1,0,4,3780
11899,レジェンド押上,68.83,4.32,10560 days,墨田,1,1,1,1,0,4,3780
11900,アーリアシティ一之江,68.97,-,2553 days,江戸川,3,1,1,1,0,6,3780
11902,目白武蔵野マンション,45.9,-,19661 days,豊島,2,1,1,1,0,5,3780
11904,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,0,0,0,0,1,3780
11905,日神パレステージ巣鴨,40.57,3.19,3741 days,豊島,1,1,1,1,0,4,3780
11906,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3780
11907,ライオンズプラザお茶の水　～　Ｌｉｏｎｓ　Ｐｌａｚａ…,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11908,藤和シティホームズ蔵前駅前クレーデルコート,36.82,4.05,5475 days,台東,1,0,1,1,0,3,3780
11909,ガーデンコーポ不動前,43.3,16.99,17135 days,品川,2,0,1,1,0,4,3780
11910,グランシティ東京イースト３,70.25,7,6908 days,江東,3,1,1,1,0,6,3780
11911,ダイナシティ高円寺,32.86,3.72,5871 days,杉並,1,1,1,1,0,4,3780
11912,ガーデンコーポ不動前,43.3,-,17135 days,品川,2,0,1,1,0,4,3780
11913,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3780
11914,東建第二上町マンション,50.71,6.36,17590 days,世田谷,3,0,1,1,0,5,3780
11916,ローレルコートエスタ新小岩,80.29,-,4259 days,葛飾,3,1,1,1,0,6,3780
11917,セントヒルズ田園調布,56.7,6.04,12721 days,大田,2,1,1,1,0,5,3780
11918,アーリアシティ一之江,68.97,10.53,2553 days,江戸川,3,1,1,1,0,6,3780
11919,若林コンド,50.96,6.6,17013 days,世田谷,2,1,1,1,0,5,3780
11920,南葛西グリーンホームズ５　パークフロント,73.6,12.16,5051 days,江戸川,2,1,1,1,0,5,3780
11921,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11922,四谷若葉マンション,41.4,7.28,18716 days,新宿,1,1,1,1,0,4,3780
11923,ライオンズマンション白金第3,36.38,3.88,13876 days,港,1,1,1,1,0,4,3780
11924,ライオンズマンション荏原,46.09,15.08,15278 days,品川,1,1,1,1,0,4,3780
11925,サンクレイドル上野２,32.95,9,1092 days,台東,1,0,1,1,0,3,3780
11926,ライオンズマンション墨田リバーサイド,64.05,9.15,7667 days,墨田,3,1,1,1,0,6,3780
11927,アーリアシティ一之江,68.97,10.53,2553 days,江戸川,3,1,1,1,0,6,3780
11928,セントヒルズ田園調布,56.7,6.04,12721 days,大田,2,1,1,1,1,6,3780
11929,アーリアシティ一之江,68.97,-,2553 days,江戸川,3,1,1,1,0,6,3780
11930,カーサ大泉学園,68.3,8.2,9099 days,練馬,3,1,1,1,0,6,3780
11931,ライオンズプラザお茶の水,32.4,7.96,13848 days,文京,1,0,0,0,0,1,3780
11932,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11933,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11934,ハウス豊玉南,74.58,3.44,9830 days,練馬,3,1,1,1,0,6,3780
11935,目白武蔵野マンション,45.9,-,19661 days,豊島,2,1,1,1,0,5,3780
11936,東建品川南ハイツ　11階,58.8,7.28,13573 days,品川,1,1,1,1,1,5,3780
11937,藤和シティホームズ蔵前駅前,36.82,4.05,5475 days,台東,1,1,1,1,0,4,3780
11938,藤和シティコープ町屋,61.8,6.14,10954 days,荒川,3,1,1,1,0,6,3780
11939,目白武蔵野マンション,45.9,-,19661 days,豊島,2,1,1,1,0,5,3780
11940,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11941,ダイナシティ高円寺,32.86,3.72,5871 days,杉並,1,1,1,1,0,4,3780
11942,ガーデンコーポ不動前マンション・栄ビル,43.3,16.99,17135 days,品川,2,1,1,1,0,5,3780
11943,ダイナシティ高円寺 ～ Dynacity Koenj…,32.86,3.72,5871 days,杉並,1,1,1,1,0,4,3780
11944,トーキョーガーデンスイート,76.66,12.2,5110 days,足立,4,1,1,1,0,7,3780
11945,レジェンド押上,68.83,4.32,10499 days,墨田,1,1,1,1,1,5,3780
11946,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,0,0,0,0,1,3780
11947,初台スカイレジテル,45,5.4,13968 days,渋谷,1,0,1,1,0,3,3780
11948,上野毛サンハイツ,60.5,5.5,15309 days,世田谷,3,1,1,1,0,6,3780
11949,トーキョーガーデンスイート　919号室,76.66,12.2,5110 days,足立,4,1,1,1,0,7,3780
11950,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,0,0,0,0,1,3780
11951,汐浜サンハイツ　２号棟,61.6,7.84,13907 days,江東,3,1,1,1,0,6,3780
11952,汐浜サンハイツ２号棟,61.6,7.84,13907 days,江東,3,1,1,1,0,6,3780
11954,アーリアシティ一之江,68.97,10.53,2525 days,江戸川,3,1,1,1,0,6,3780
11955,マイキャッスル大井町,43.24,1,14637 days,品川,2,1,1,1,0,5,3780
11956,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3780
11957,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11958,船堀パーク・ホームズ,73.28,8.26,12752 days,江戸川,3,1,1,1,0,6,3780
11959,ガーデンコーポ不動前,43.3,16.99,17135 days,品川,2,1,1,1,0,5,3780
11960,ライオンズプラザお茶の水,32.4,7.96,13756 days,文京,1,1,1,1,0,4,3780
11961,ネオハイツ田町,54.04,8.83,14425 days,港,1,1,1,1,0,4,3780
11962,梅島パーク・ホームズ,84.82,21.06,6694 days,足立,2,1,1,1,1,6,3780
11963,ダイナシティ高円寺,32.86,3.72,5871 days,杉並,1,1,1,1,0,4,3780
11964,ルジェンテ・リベル上野稲荷町,42.51,5.92,11442 days,台東,1,1,1,1,0,4,3780
11965,【汐浜サンハイツ2号棟】　新規内装フルリフォーム済♪,61.6,7.84,13907 days,江東,3,1,1,1,0,6,3780
11967,アデニウム五反野,83.3,11.33,5475 days,足立,3,1,1,1,0,6,3780
11968,錦糸町ローヤルコーポ,57.37,8.25,15368 days,墨田,3,0,1,1,0,5,3780
11969,オータム世田谷,50.12,3.9,14060 days,世田谷,2,0,1,1,0,4,3780
